Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A;B365CH;B365CD;B365CA;AvgH;AvgD;AvgA;i ;Champion;ChampionshipAchieved;Win;Home;B365WinProb;B365CWinProb;AvgWinProb;GoalDiff;Points;AbsDays;Days
D1;02.11.19;Ein Frankfurt;Bayern Munich;5;1;H;6.5;5.25;1.4;6.5;5.5;1.4;6.7;5.19;1.42;H;0;0;1;1;0.14532872;0.146527117;0.142668535;4;3;227;-227
D1;02.11.19;Leverkusen;M'gladbach;1;2;A;1.95;3.9;3.5;1.8;4;4;2;3.82;3.5;H;0;0;0;1;0.486111111;0.526315789;0.477329525;-1;0;227;-227
D1;02.11.19;RB Leipzig;Mainz;8;0;H;1.33;5.25;8;1.33;5.75;8.5;1.35;5.32;8.32;H;0;0;1;1;0.704432052;0.720577937;0.706205206;8;3;227;-227
D1;02.11.19;Werder Bremen;Freiburg;2;2;D;1.85;3.8;3.8;1.8;4;3.8;1.95;3.73;3.74;H;0;0;0;1;0.506666667;0.519835841;0.489194051;0;1;227;-227
D1;02.11.19;Union Berlin;Hertha;1;0;H;2.87;3.3;2.5;2.45;3.3;2.87;2.81;3.34;2.53;H;0;0;1;1;0.331378535;0.38519573;0.338754615;1;3;227;-227
D1;03.11.19;Fortuna Dusseldorf;FC Koln;2;0;H;2.8;3.4;2.5;2.9;3.4;2.4;2.72;3.63;2.46;H;0;0;1;1;0.339728217;0.326661329;0.350262409;2;3;226;-226
D1;03.11.19;Augsburg;Schalke 04;2;3;A;4;3.6;1.85;4.5;3.75;1.75;3.75;3.79;1.93;H;0;0;0;1;0.234012649;0.209580838;0.254294326;-1;0;226;-226
D1;08.11.19;FC Koln;Hoffenheim;1;2;A;2.5;3.6;2.7;2.2;3.6;3;2.58;3.59;2.64;H;0;0;0;1;0.381625442;0.426540284;0.370928731;-1;0;221;-221
D1;09.11.19;Hertha;RB Leipzig;2;4;A;4.2;4;1.8;4.33;4.2;1.7;4.06;3.88;1.84;H;0;0;0;1;0.228136882;0.218435464;0.235132928;-2;0;220;-220
D1;09.11.19;Mainz;Union Berlin;2;3;A;2.15;3.4;3.5;2.37;3.4;2.87;2.2;3.39;3.36;H;0;0;0;1;0.445109407;0.396378245;0.434078749;-1;0;220;-220
D1;09.11.19;Paderborn;Augsburg;0;1;A;2.62;3.75;2.5;2.5;3.75;2.6;2.59;3.75;2.54;H;0;0;0;1;0.36407767;0.380487805;0.368955807;-1;0;220;-220
D1;09.11.19;Schalke 04;Fortuna Dusseldorf;3;3;D;1.5;4.2;7;1.61;4;5;1.52;4.31;6.29;H;0;0;0;1;0.636363636;0.579878226;0.627226013;0;1;220;-220
D1;09.11.19;Bayern Munich;Dortmund;4;0;H;1.53;4.75;5.5;1.53;4.5;5.25;1.56;4.57;5.32;H;1;0;1;1;0.624887879;0.61295972;0.611774297;4;3;220;-220
D1;10.11.19;M'gladbach;Werder Bremen;3;1;H;1.72;4.1;4.33;1.9;4;3.6;1.73;4.12;4.35;H;0;0;1;1;0.550436244;0.499306519;0.550174827;2;3;219;-219
D1;10.11.19;Wolfsburg;Leverkusen;0;2;A;2.87;3.6;2.37;3.1;3.6;2.15;2.96;3.47;2.36;H;0;0;0;1;0.332425514;0.302757677;0.321826613;-2;0;219;-219
D1;10.11.19;Freiburg;Ein Frankfurt;1;0;H;2.7;3.6;2.5;2.75;3.75;2.37;2.74;3.54;2.48;H;0;0;1;1;0.35335689;0.345581802;0.347360924;1;3;219;-219
D1;22.11.19;Dortmund;Paderborn;3;3;D;1.14;9;15;1.14;9;15;1.15;8.57;16.15;H;0;0;0;1;0.831485588;0.831485588;0.829602568;0;1;207;-207
D1;23.11.19;Ein Frankfurt;Wolfsburg;0;2;A;2;3.6;3.6;2.05;3.6;3.5;2.02;3.67;3.55;H;0;0;0;1;0.473684211;0.464002946;0.471826574;-2;0;206;-206
D1;23.11.19;Fortuna Dusseldorf;Bayern Munich;0;4;A;13;8;1.18;13;7;1.2;13.56;7.57;1.19;H;0;0;0;1;0.073303308;0.073043478;0.070490845;-4;0;206;-206
